"mytestdate","var","coef","CI_lwr","CI_upr","modelname","proj"
"19140","(Intercept)","0.861255343130958","-0.0011189316726522","1.72362961793457","lm","13"
"19140","temperature_lag3","-0.0567308452743839","-0.124168772088965","0.0107070815401976","lm","13"
"19140","carbon_monoxide_lag2","-0.00339370296402582","-0.049812698673374","0.0430252927453224","lm","13"
"19140","GovernmentResponseIndex_WeightedAverage_lag1","-0.0345339875813747","-0.131335562112163","0.0622675869494135","lm","13"
"19140","scaled_case_lag1","0.852230181802771","0.718480403435222","0.985979960170321","lm","13"
"19140","ct_sm_7_lag5","-0.247752829766409","-0.505619624048567","0.0101139645157496","lm","13"
"19140","(Intercept)","0.768109915235672","-0.135538593906342","1.67175842437769","lm","14"
"19140","temperature_lag2","-0.055669591533334","-0.124397186859332","0.0130580037926641","lm","14"
"19140","carbon_monoxide_lag1","-0.00394465795897696","-0.0513422550767578","0.0434529391588038","lm","14"
"19140","GovernmentResponseIndex_WeightedAverage_lag1","-0.0147491412135165","-0.112738188298696","0.0832399058716627","lm","14"
"19140","scaled_case_lag1","0.866253113825827","0.726093181742532","1.00641304590912","lm","14"
"19140","ct_sm_7_lag4","-0.213472651760964","-0.479300339507698","0.0523550359857693","lm","14"
"19141","(Intercept)","0.678629306145877","-0.0484486386336312","1.40570725092538","lm","0"
"19141","temperature_lag7","-0.083231648986246","-0.161281098428377","-0.00518219954411532","lm","0"
"19141","carbon_monoxide_lag5","0.0111519458623442","-0.0472625931986172","0.0695664849233057","lm","0"
"19141","StringencyIndex_WeightedAverage_lag1","0.0364780766551208","-0.0597979705968572","0.132754123907099","lm","0"
"19141","scaled_case_lag1","0.893060998703717","0.788612494570998","0.997509502836435","lm","0"
"19141","ct_sm_7_lag7","-0.160045488487741","-0.336061155479384","0.0159701785039024","lm","0"
"19141","(Intercept)","0.838737682219199","0.093062544892377","1.58441281954602","lm","1"
"19141","temperature_lag7","-0.0788895838595313","-0.158144952898561","0.000365785179498049","lm","1"
"19141","carbon_monoxide_lag4","0.00773424334766054","-0.0506838116375303","0.0661522983328514","lm","1"
"19141","StringencyIndex_WeightedAverage_lag1","0.0407012644973612","-0.0533822670219273","0.13478479601665","lm","1"
"19141","scaled_case_lag1","0.869406439320977","0.761576590433142","0.977236288208812","lm","1"
"19141","ct_sm_7_lag7","-0.214831410799367","-0.401849284379087","-0.0278135372196471","lm","1"
"19141","(Intercept)","0.813029859933535","0.0210548461489379","1.60500487371813","lm","2"
"19141","temperature_lag6","-0.0793754060446222","-0.159411328585028","0.00066051649578383","lm","2"
"19141","carbon_monoxide_lag3","0.0109066289718364","-0.0482032661237285","0.0700165240674014","lm","2"
"19141","StringencyIndex_WeightedAverage_lag1","0.0324710886676644","-0.0602876498257829","0.125229827161112","lm","2"
"19141","scaled_case_lag1","0.872047774514784","0.75692021692829","0.987175332101277","lm","2"
"19141","ct_sm_7_lag7","-0.209123541839332","-0.416273872203272","-0.00197321147539073","lm","2"
"19141","(Intercept)","0.78408884120678","-0.0306952425251316","1.59887292493869","lm","3"
"19141","temperature_lag5","-0.0801622524510516","-0.161111420089575","0.000786915187471815","lm","3"
"19141","carbon_monoxide_lag2","0.0101455751417589","-0.0493082799854379","0.0695994302689557","lm","3"
"19141","StringencyIndex_WeightedAverage_lag1","0.0172262830555947","-0.0740140978863552","0.108466663997545","lm","3"
"19141","scaled_case_lag1","0.875587714818774","0.756456502492559","0.994718927144989","lm","3"
"19141","ct_sm_7_lag7","-0.211420489848915","-0.431002896491176","0.00816191679334555","lm","3"
"19141","(Intercept)","0.880622513930136","0.0640181304729464","1.69722689738733","lm","4"
"19141","temperature_lag4","-0.0837384366752147","-0.164813140982177","-0.00266373236825214","lm","4"
"19141","carbon_monoxide_lag1","0.0114999187142983","-0.0478479067658085","0.0708477441944051","lm","4"
"19141","GovernmentResponseIndex_WeightedAverage_lag1","0.0202851788341345","-0.0795034726985726","0.120073830366842","lm","4"
"19141","scaled_case_lag1","0.860370965902276","0.740118091535677","0.980623840268875","lm","4"
"19141","ct_sm_7_lag7","-0.239761332367859","-0.468887677751013","-0.0106349869847045","lm","4"
"19141","(Intercept)","0.407621385003159","-0.255968334194501","1.07121110420082","lm","5"
"19141","temperature_lag3","-0.0541933774071322","-0.119730134064664","0.0113433792503999","lm","5"
"19141","carbon_monoxide_lag1","0.0185051703715941","-0.029469755214243","0.0664800959574311","lm","5"
"19141","GovernmentResponseIndex_WeightedAverage_lag1","0.0234543892627276","-0.0562543480226451","0.1031631265481","lm","5"
"19141","scaled_case_lag1","0.927236241262842","0.829026592681884","1.0254458898438","lm","5"
"19141","ct_sm_7_lag7","-0.0899048408644016","-0.281444612396068","0.101634930667265","lm","5"
"19141","(Intercept)","0.0323492397139912","-0.635590879883617","0.7002893593116","lm","6"
"19141","temperature_lag7","0.0110758093381288","-0.0575014653894273","0.0796530840656848","lm","6"
"19141","carbon_monoxide_lag1","-0.00899161014286075","-0.058189330153546","0.0402061098678245","lm","6"
"19141","GovernmentResponseIndex_WeightedAverage_lag1","-0.00419029135890713","-0.0857866377316352","0.077406055013821","lm","6"
"19141","scaled_case_lag1","0.983604422885501","0.884181441834731","1.08302740393627","lm","6"
"19141","ct_sm_7_lag6","-0.041638327809176","-0.23425676034483","0.150980104726478","lm","6"
"19141","(Intercept)","0.0738944290230035","-0.591995994562332","0.739784852608339","lm","7"
"19141","temperature_lag7","0.00518070245388221","-0.0630828722421875","0.0734442771499519","lm","7"
"19141","carbon_monoxide_lag1","-0.0135913648427335","-0.0626715222906277","0.0354887926051607","lm","7"
"19141","GovernmentResponseIndex_WeightedAverage_lag1","0.00125044793231759","-0.0803980718173734","0.0828989676820086","lm","7"
"19141","scaled_case_lag1","0.977056672746431","0.877760691939939","1.07635265355292","lm","7"
"19141","ct_sm_7_lag5","-0.047727496208173","-0.240346105954387","0.144891113538041","lm","7"
"19141","(Intercept)","0.237804856872784","-0.416667516342244","0.892277230087811","lm","8"
"19141","temperature_lag7","-0.0339433244951429","-0.101136369403738","0.033249720413452","lm","8"
"19141","carbon_monoxide_lag7","-0.00109291478711577","-0.0497072241940452","0.0475213946198136","lm","8"
"19141","GovernmentResponseIndex_WeightedAverage_lag1","0.0149933147156703","-0.068692905722164","0.0986795351535045","lm","8"
"19141","scaled_case_lag1","0.951607417809923","0.853884295264584","1.04933054035526","lm","8"
"19141","ct_sm_7_lag4","-0.060727237271886","-0.255913933725627","0.134459459181855","lm","8"
"19141","(Intercept)","0.328374695806767","-0.288862701649522","0.945612093263056","lm","9"
"19141","temperature_lag7","-0.034552600722755","-0.0980533560318786","0.0289481545863685","lm","9"
"19141","carbon_monoxide_lag6","-0.00587829203629576","-0.0516753192496116","0.0399187351770201","lm","9"
"19141","GovernmentResponseIndex_WeightedAverage_lag1","0.0157131935422132","-0.0642097307368618","0.0956361178212883","lm","9"
